# First Data file for parameter identification of k1 and k2									
# taken from jackson solution with u= 0.5									
									
# Time  Observations	Weights							
0.4	0.9144	0.0753	1	1
0.8	0.8928	0.081	1	1
1.6	0.8627	0.0791	1	1
2.4	0.8342	0.0764	1	1
3.2	0.8067	0.0739	1	1
4	0.7799	0.0715	1	1
