 # Free tf, opti t0 return transfer to EM-L2, from intersection free tf file
 # input file = Asteroid_Return_Intersection_d001_free_tf_t0Drift_50N.dat
 # Tmax, Isp =   5.0000000000000000e+01   3.7500000000000000e+02
 # qf =   1.1556819508396090e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00
 # Structure : No t0_abs(d) q0_CR3BP m0 (kg) thetaSun |S| t0Drift(d) z_sol(1:12) mf
 # Data
		   1.2128874840900810e+00   6.4809949297484559e-01   1.8495551264541740e-04  -6.7244571938295139e-01   1.3143594709908999e+00   1.2009358592368451e-02  -1.2673993689313979e-04   3.5626561715631942e+04
14   5.6056591071598896e+03   1.9375672151762697e+00   3.3751069637341171e+00   1.4115797089170878e-03   2.5933707966851847e+00  -3.5195870395537741e+00  -4.3497019950945737e-04   9.1381770245608306e+04
		   5.7169301302581346e+00   6.9923351614345438e-12
		   -1.0877500000000021e+01  -1.0440523236223431e+01  -1.2314919242466340e+02  -2.6543695429720468e+04  -9.4815965990879914e-01   6.0441799853545133e+00
		   1.9698885955217269e+00  -1.4096600838115600e+00  -2.0942869197839261e-04   1.7343295957833220e+00   1.9278516695321171e+00  -1.6745841194576499e-03  -9.8330996373476024e-05   5.3425543291851493e+04
15   6.2069393066143020e+03  -1.6766891773107910e+00  -3.5117186455674885e+00  -4.5401272979486706e-02  -1.8300319377440186e+00   4.2008322910743789e+00  -8.7486879125945050e-03   9.9999915991047790e+04
		   3.9955279535743320e+00   1.7165835617817830e-12
		   -1.0841464843750019e+01  -7.5906610831307813e+00  -3.9465952831438938e+02  -1.5876489916107321e+04   1.9775817023562201e+00   6.8654643990542192e+00
		   1.4976156188775700e+00   2.7851990100360200e+00  -2.8342396617841103e-04  -2.6667006914148552e+00   1.4446348752779981e+00   3.3131453132860568e-02  -8.9959395288400276e-05   5.8419531838406430e+04
16   1.6760567695977193e+03  -2.1189704331926684e+00   3.2642654537567046e+00  -7.1463796827514470e-03   3.9799952441956141e+00   9.4845906448800421e-01  -1.7829680831743591e-02   8.8962988069405896e+04
		   2.3154259369914878e+00   3.5971230555923101e-12
		   -1.4347812500000080e+01  -1.3678154698957149e+01  -5.1718979758879141e+03  -9.0790375770910141e+03   2.4999681638980520e+00   4.9203167923851634e+00
		  -3.5486390074677052e+00  -1.1463462020574029e+00  -2.0529716216021648e-02   1.1947737328244890e+00  -3.6960400864949610e+00   1.5743995692918361e-01  -3.8643109255884297e-05   7.3176207850286344e+04
17   1.2519405606256491e+03  -1.8997555072770043e+00  -3.3965114526441154e+00   1.2437248537545201e-02  -1.7001076091040481e+00   4.6338292498773876e+00  -1.1661135727479427e-03   7.5624689075854651e+04
		   4.2121901289377126e+00   9.0510924463292214e-13
		   -1.1719589843750031e+01  -9.4238901731887026e+00  -2.9569836163314811e+01  -1.4308914344661251e+04   2.9223719089282900e+00   6.7256100723026453e+00
		  -1.1124003533601710e+00   2.2318099650073591e+00  -4.1004270789037029e-04  -2.1678458886558909e+00  -1.0237292868228101e+00  -2.6870936584135882e-03  -8.8871199473391442e-05   4.4465339297719263e+04
18   5.2981268966554999e+03  -3.0757764279136710e+00   2.3843439284909240e+00  -4.3722846524876791e-03   3.6117011785488278e+00   2.3248942111633597e+00   9.8756445507423851e-03   9.7189649068676779e+04
		   1.7111904782434519e+00   2.4878755383283179e-12
		   -1.7397714843750109e+01  -1.6637839683818068e+01  -1.0404619169917371e+04  -3.0465432440413480e+01   1.5818419473373000e+00   5.3709270821613808e+00
		   3.6839914631657069e+00   4.5690771393482971e-01   5.4511425490286394e-03  -4.2429484140111973e-01   3.9549500341874761e+00  -5.1589185559124742e-02  -4.9808717696424238e-05   7.3949103122713597e+04
19   5.4834623515886260e+03  -3.8912802607277710e+00  -5.8755994844333505e-02  -1.1776140197200524e-03   6.1216469169163386e+00   6.0274765044910410e+00  -6.3191201130416985e-03   7.1829308174276550e+04
		   1.5542070784832870e-01   1.9020009896674319e-13
		   -9.5852148437499984e+00  -3.8037859029045800e+00  -8.7644358733665194e+03  -1.7720954935250879e+02   7.9287967709119156e-01   5.7263786981116018e+00
		   6.2595043723412813e-01  -7.4227251167355979e-01  -5.7653350218817642e-05   7.4389612391490489e-01   5.9773007501996234e-01   9.9319955108100044e-04  -1.5528197246262879e-04   1.7086958391076179e+04
20   1.6721712739484724e+03  -3.6968916058365586e+00  -1.2157358348654603e+00  -2.2238593324449329e-02   2.5903208883882374e+00   3.6309830526463709e+00  -5.6863970135405673e-03   9.9999889565821082e+04
		   3.1403548772227912e+00   7.6374239551512810e-13
		   -9.5039648437499977e+00  -6.6992717852796169e+00  -1.2000231073386590e+02  -1.5038101643610329e+04  -1.8217707327944479e+00   5.7865283476976028e+00
		   4.0527002835605841e-01  -2.4352277588186291e+00   3.4607186300696238e-04   2.3586210014467079e+00   3.1946382190162748e-01   1.3989525302221320e-02  -1.1672766190687819e-04   4.6800123782091330e+04
21   5.0976332039526806e+03   1.0328313690325977e-01   3.8903507220722529e+00   4.4241939643141492e-03   3.9841037837152782e+00  -1.7286201346750394e+00  -1.5207338262967635e-03   9.9999782981388067e+04
		   1.8236920519944991e-01   5.3345440347739543e-13
		   -1.4215000000000069e+01  -1.3749801857378589e+01  -3.5603870536064392e+02  -2.2680889665546661e+03  -4.2926575645338261e-01   4.3177115230911118e+00
		  -3.7937648018631260e+00  -8.9067056204477454e-02  -9.6395452051125448e-04  -2.8510307347096020e-01  -3.9494311111569660e+00  -7.3297237923071910e-03  -5.9430486455648311e-05   7.3370884391767540e+04
22   5.4262473621521931e+03   3.8630262289418407e+00   4.7170541441679992e-01  -6.1704572516743661e-03  -2.0828570965836382e+00  -3.9054665516343636e+00  -4.0903066835822344e-03   9.9999999962885675e+04
		   5.9621374536799223e+00   9.7299317150953964e-13
		   -1.4105000000000070e+01  -1.2147566353224860e+01  -4.9988328015066299e+03  -6.2665664599108183e+01  -5.8753459158040444e+00   2.7664197279368641e+00
		  -2.1033741990563830e+00  -2.8440187584956439e-01  -7.2600914751483141e-04  -1.0138865713048401e-01  -2.0721736439314631e+00  -1.8063933435994760e-03  -1.5063132181162271e-04   4.5848905615981661e+04
23   5.7943190273346081e+03   3.6368177652169784e+00   1.3852157809975336e+00  -1.5795690803141305e-02  -2.1354365139958702e+00  -4.5860353769748237e+00   4.6857666545315202e-03   9.9999225336393967e+04
		   3.4022095069746432e+00   2.1569774600367800e-11
		   -2.2621250000000181e+01  -2.0814801961508461e+01  -8.2929995019211731e+00  -5.8582573944948241e+05  -3.4336494594378050e+03   2.9579367510494738e+00
		   1.0147989094271130e+00  -4.7244127756241749e-01   3.1294545116962539e-04   5.7126106353579842e-01   9.4061143075857079e-01   4.9656597738388184e-03  -1.6477007421749240e-04   3.3289313643023052e+04
24   1.3561644354892603e+03   3.5830013857383078e+00   1.5187023324421891e+00  -3.4059007595359458e-02   2.4995848514352881e-01  -4.1373554801946781e+00  -1.3807966570046515e-02   6.7835691481342757e+04
		   9.3883030682451363e-01   3.5350599182914530e-12
		   -2.8828378906250268e+01  -2.8559697482673361e+01  -6.9648913904419933e+03  -5.0006666803922977e+04   6.5126657096814466e-01   3.1113500879559508e+00
		  -2.3082611553743169e+00  -1.2145374196358329e+00  -6.7227052292554698e-02   1.2525323004009750e+00  -2.5528875514513838e+00   2.9982234663976898e-01  -4.5031993769260882e-05   5.3894486707576383e+04
25   6.6980044710829861e+03   9.0556962791225415e-01   3.7838259628997553e+00   9.0113549655665204e-02   2.8069347080346736e+00  -1.7090569021454378e+00   3.3098285041109551e-02   9.9999921311122846e+04
		   5.4935629855726376e-01   1.5851290341967871e-12
		   -2.3505625000000201e+01  -2.3315573740070651e+01  -3.9013580403514803e+04  -2.8926493039815580e+02   5.6425201079639375e-01   3.6307816527439352e+00
		   5.1103939018906808e-01   3.9992810937615340e+00   1.1907656468650980e-01  -4.0365252330144124e+00   9.0797097273733607e-01  -1.5866263565356380e+00  -3.8543342211811101e-05   8.3362115488973155e+04
26   8.0552825134759387e+03   4.9516796957272419e-01   3.8600902705483446e+00   5.2446161497735622e-03   3.7313905969611052e+00  -1.9141572987187507e+00   1.1731327907005443e-02   9.7767158916424683e+04
		   2.0791027427650230e+00   5.9084685988993031e-12
		   -2.0920000000000162e+01  -2.0276193329550409e+01  -1.9782950535290409e+04  -2.9184359114974973e+02   1.1672483656458590e+00   4.3172031453532176e+00
		  -3.7856235365482469e+00  -7.5811344627694599e-01   1.7090897374041718e-02   7.6260583159393258e-01  -4.0655645863197307e+00  -9.2487269768538688e-02  -4.4417046351325791e-05   7.8384908560878146e+04
27   1.9357359631426298e+03   3.7742697884241911e+00  -9.4887673642283099e-01  -6.0185882603231433e-03  -2.7079368888617861e+00  -3.4126996388503192e+00  -5.5595985156678407e-04   7.1796235879784435e+04
		   3.9108338343667270e+00   3.2416087694065850e-12
		   -7.2650136718749820e+00  -5.9400367623632606e+00  -1.7788389335446940e+04  -2.6212737181083239e+03  -1.3386412613763039e+00   3.2878788460171502e+00
		  -1.0658439862129669e+00   2.5862170204005830e+00   8.3436726738534642e-04  -2.8935677952110490e+00  -3.6258550994487498e-01   6.5756344897415810e-03  -1.0020567582383400e-04   4.1390158247474697e+04
28   3.6407289137310718e+03   2.5059559876225648e+00   2.9775151039952066e+00   1.0203636792067400e-02  -1.5876098041941331e+00  -7.6329759124215713e+00   2.4507804798851174e-03   9.9995891599747018e+04
		   8.8693364530417540e-01   3.2729013482300767e-11
		   -2.1247324218750169e+01  -1.4108396415985650e+01  -1.4937793853826790e+04  -2.8536217535917979e+02   3.1486799675526118e+00   9.7351961321175065e+00
		  -3.7383769471771461e-01   6.0934339208123489e-01   4.3814192024915191e-04  -6.3008432617684329e-01  -4.6328345717433878e-01  -1.4852028224145641e-04  -1.4245083892730021e-04   2.9872876562843081e+04
29   3.1242344577264939e+03   3.5696494972065289e+00   1.5487976292272094e+00   6.5909719411185286e-02   6.9025002533147584e-01  -3.8808104600186071e+00   8.8048704863207573e-03   9.9999821099102875e+04
		   3.4682141091264138e+00   2.2177486393635770e-10
		   -1.7285898437500109e+01  -1.5038367984540960e+01  -1.4047764997365340e+06  -2.5597657435577591e+02  -4.4732269983013424e+00   4.5367746624506831e+00
		   1.6081783687110380e+00   1.7410726686186959e+00  -6.2924216094774957e-02  -1.5247740643118599e+00   1.6936122119625090e+00   1.6603914486742991e-01  -1.3216193212710580e-04   4.2485317701818713e+04
30   2.6855908430453533e+03  -2.8590476986481344e+00   2.6398406942809838e+00  -5.1020453336630300e-02   4.2401231038505891e+00   1.7377350110832568e+00  -5.3321068798099502e-03   9.9999780282361477e+04
		   2.1634459902321841e+00   1.8539213125568871e-13
		   -8.0782812499999785e+00  -6.0389157958083484e+00  -2.6619684755865842e+03  -1.1277058500645509e+02   1.1671808989318271e+00   5.2372919711168260e+00
		  -3.2322552480355289e+00  -1.1136908411059381e+00   4.8902527845250416e-03   1.1754631026422671e+00  -3.3578857168340139e+00   7.1130516215328246e-02  -6.7813478641269857e-05   6.8786588538147742e+04
31   6.8332870234702577e+03  -3.8858660799712061e+00  -2.1292165172704156e-01   1.4996637233515242e-02   4.2659389104333956e+00   3.7311315354856509e+00  -3.2627795547046090e-03   6.6293332988961352e+04
		   3.2512971623407911e+00   8.1103973160207490e-13
		   -9.4133398437499967e+00  -6.6589984500596016e+00  -4.7310810346927447e+01  -1.4517442797178899e+04   6.6907412202497984e-01   5.5130229856251347e+00
		   2.2419325200705720e-01  -1.5601117057630940e+00  -3.5888106769999179e-04   1.5314572382870200e+00   1.3899475362473721e-01  -1.2785447567087770e-03  -1.2403443629901710e-04   2.7473822069314589e+04
32   2.1890480634759142e+03   3.4174387320669117e+00   1.8532957031299790e+00  -1.7867084197907090e-01  -2.6442297534286254e+00  -5.5529989426553197e+00  -2.7760058544414601e-02   9.7132995142551415e+04
		   4.8822796155879189e-01   7.6702038585250411e-11
		   -2.3176000000000190e+01  -2.0468972652459549e+01  -2.7292857663230202e+03  -1.0565624528840910e+05  -9.0867371301872577e+00   3.1568734934999880e+00
		   5.2481875724749194e-01   2.1286443777196881e-01  -8.6212415145733737e-04  -1.5292872062016410e-01   5.6164523955622392e-01   2.7280219951938312e-03  -1.8120234574068989e-04   2.0750488772397610e+04
33   7.1587132617490643e+03  -3.7766777782579735e+00  -9.3896861183821101e-01   2.3635264233695524e-02   2.7590249208710746e+00   4.3652209319920932e+00  -2.4218679018881556e-03   7.6167209639677720e+04
		   3.4536255831008869e+00   5.5541521569550062e-12
		   -1.2438339843750040e+01  -1.0535056105316810e+01  -1.1138508920266011e+01  -1.5130475028709639e+04   3.3249291395828051e-01   5.8427151108134510e+00
		  -6.4405480532059123e-01   1.8792843732503710e+00  -5.2937053139641866e-04  -1.8226276451469221e+00  -5.8732834446735283e-01  -5.8267267696083414e-03  -1.0939098579901330e-04   3.8291758075865058e+04
34   6.0799659275119220e+03  -3.2362995100782532e+00   2.1610823710998099e+00  -4.0052302028036141e-02   3.5113247159057424e+00   2.1297726991406951e+00  -3.8020597799801950e-03   8.4991052104092509e+04
		   5.7347359645636331e+00   2.3494735759728510e-12
		   -1.4783066406250081e+01  -1.4076040778306270e+01  -7.1506817059468167e+03  -3.5367551139619369e+04   2.0918139741348498e+00   5.2022917005348672e+00
		  -2.6448416734778069e+00  -2.1629192119932230e+00   3.0419686036737198e-04   2.1712607516617881e+00  -2.6464001457368620e+00   8.8155482549122463e-02  -5.0897115221673908e-05   6.5487504841266607e+04
35   1.9958133242427061e+03  -2.4858643590383132e+00  -2.9943119459535836e+00  -9.4910171492285089e-03  -1.4486545085491740e+00   3.7529030770110943e+00  -1.2095364260658381e-02   9.9999949652373616e+04
		   3.7295587001538588e+00   5.5909840864349517e-12
		   -1.1710263671875030e+01  -9.9108852727434993e+00   3.4234661175101171e+00  -4.0360912514779411e+04  -2.3599435584713920e+05   6.7027368800709528e+00
		  -9.3293087452975487e-01   3.8969912050530540e+00  -6.8489863077153398e-03  -3.7723188830418350e+00  -9.2134017242304889e-01   5.6877384895951427e-02  -5.6122234034802967e-05   7.4053234021155367e+04
36   8.1732429745804702e+03   2.1824979391379107e+00  -3.2220252100196221e+00  -2.7785108949549827e-02  -4.3999082071926194e+00  -1.0120619184066371e-01  -9.0642960789418577e-04   9.9997575813849908e+04
		   2.2422726545182390e+00   1.4860352098909709e-11
		   -1.7731503906250111e+01  -1.5906059307722209e+01  -1.1318348290030831e+02  -5.8604428439160307e+04  -6.9040997431122388e+00   2.9731226248091032e+00
		   1.3264995526865611e+00  -7.7147299582032491e-01   2.4215275706220200e-04   9.4390149652253352e-01   1.1607321272990450e+00   6.3928284314898401e-03  -1.5833924436691171e-04   4.0208887476078591e+04
37   6.7177080443352106e+03  -3.8749970565894207e+00  -3.6039775756704373e-01  -5.1950705257383933e-03   1.4511877060972367e+00   4.0802881001402547e+00   1.1280904157421404e-02   9.9998009358655399e+04
		   2.6522563452008110e+00   4.6644705741429009e-12
		   -7.2398847656249856e+00  -4.6681336706360144e+00  -3.5000888095300928e+04  -4.2433688237029361e+04   2.8670141285983450e+00   6.0178185170618086e+00
		  -3.6814177212875352e+00  -3.9382151774101863e-02   5.3602810268036883e-03   6.6727769290860384e-02  -3.7394998696033230e+00  -2.7956286817819670e-02  -6.1275309911532376e-05   7.0761589380488003e+04
38   1.9880287643228494e+03   2.2363371782375538e+00   3.1849786473065365e+00   1.4925222216961610e-02   2.4787372152863143e+00  -3.4612834059547835e+00   4.0075208230307725e-03   7.6394933218127218e+04
		   5.3824881093368617e+00   2.0930603026019239e-11
		   -2.6765000000000111e+01  -2.6340249279278751e+01  -3.1896439749898189e+04  -2.1037657496395030e+04   1.1732419122898150e+00   3.6995139023083188e+00
		  -3.0306842870983339e+00   9.3043338540940601e-01   5.4919741252508220e-03  -1.0770843068962259e+00  -3.1299274256328129e+00  -6.0861235623023063e-02  -4.2050132500584173e-05   6.1318218001334892e+04
39   7.1181047948524692e+03  -1.6382533426742807e+00   3.5294401411317127e+00  -6.8512742476197264e-02   4.0574173917665766e+00   9.2379830156667009e-01  -3.2900516523318921e-03   8.0824041754799808e+04
		   5.7934029530407054e+00   2.7539652264507282e-11
		   -2.8251523437500261e+01  -2.7965921087470800e+01  -1.2461327754551710e+06  -1.5403592111640109e+05  -1.9739254120946150e+00   2.5440129912653240e+00
		   2.7782180630684512e+00  -5.5682503416085916e-01  -1.0484984557502840e-02   8.1259800269345805e-01   2.7460118603034549e+00   2.1728712777265019e-01  -7.1212970520830973e-05   5.6282849405605943e+04
40   2.3180048729919163e+03   7.3125644410372548e-01   3.8224048411635567e+00  -9.8169434490941176e-04   3.1713738376390950e+00  -3.8538055767012942e+00   3.2538490616025872e-03   7.3073878169131553e+04
		   4.6221751216996552e+00   1.4688348458755071e-11
		   -1.7428378906250110e+01  -1.7154480030865940e+01  -2.0277503976051770e+02  -5.6744802239993951e+04  -2.9444740103097198e+00   3.8765549422384722e+00
		   1.3968950534465789e+00  -7.6715298641374574e-01   2.5002609104248262e-04   8.2237722959554194e-01   1.4825186636124379e+00   6.0249546727900317e-05  -1.1241350512985450e-04   3.6826035698747030e+04
41   1.6030828238803172e+03  -1.3434721524584612e+00   3.6506317121058047e+00   1.1613095628245218e-01   6.8023826704248807e+00  -2.3971026842418270e+00  -7.0900836811645107e-03   7.5541921252843778e+04
		   5.2435024316088032e+00   5.1912234068399776e-13
		   -9.7655859375000009e+00  -8.0853493712775713e+00  -6.3127569066151659e+02  -1.4941449299918590e+04  -3.6289621204209039e+00   4.6119921796780989e+00
		  -2.8989160620799079e-02  -1.1190585085043641e+00  -2.5802295917152040e-03   1.1445769292861649e+00  -2.7195296214096502e-02  -2.4534226867572711e-02  -1.4123789428467651e-04   2.4854758203033929e+04
42   6.4509302759227166e+03  -3.8737430710160949e+00   3.6623868875034377e-01  -7.4159039167748492e-02   2.5130509349519050e+00   3.9113413293586472e+00   1.6105719817881836e-03   9.9999747076069776e+04
		   2.5591489287971712e+00   5.4092163992691243e-12
		   -6.9510839843749874e+00  -3.7129724256106540e+00  -8.5533188672933029e+03  -6.2266314958460443e+03   2.2071399513421950e+00   5.8368194153894297e+00
		  -3.0718778835994369e+00   1.2977902130517280e+00   9.4827887491663061e-03  -1.2942993636058719e+00  -3.1426285002572301e+00   5.7488865134708279e-02  -7.3535713204379106e-05   6.4912341939356593e+04
43   7.7791818805475123e+03   2.3035504944220517e+00   3.1366714882086861e+00  -2.1513141439894967e-02   1.0117764619052689e+00  -4.8013418554999827e+00  -4.9214934439245905e-03   9.3258667204945305e+04
		   4.0325181353124506e+00   2.9197851047454849e-10
		   -2.7576621093750258e+01  -2.6961275052348320e+01  -1.4147970907243851e+05  -4.6791706289167359e+05  -6.1009170510696880e+00   3.5624043544512261e+00
		   4.9258113748039623e-01  -1.4156602985476741e+00  -3.4612407539772621e-04   1.4483208958042810e+00   3.8811031138134527e-01   6.4510560532463398e-03  -1.4060774399604370e-04   4.0745163550304998e+04
